x,exact,ftcs,lax,upwind
6.3,0,-4.20322e+27,0.00692114,5.95156e-06
6.35,0,-1.44769e+27,0.00691773,8.65362e-06
6.4,0,4.07354e+27,0.00888621,1.24997e-05
6.45,0,1.81487e+27,0.00888126,1.79367e-05
6.5,0,-3.82108e+27,0.0113268,2.55703e-05
6.55,0,-2.15578e+27,0.0113196,3.62148e-05
6.6,0,3.46435e+27,0.0143335,5.09565e-05
6.65,0,2.44481e+27,0.0143232,7.12336e-05
6.7,0,-3.02736e+27,0.0180076,9.89351e-05
6.75,0,-2.66384e+27,0.0179929,0.000136522
6.8,0,2.53671e+27,0.0224607,0.000187177
6.85,0,2.80286e+27,0.0224398,0.000254979
6.9,0,-2.01858e+27,0.0278136,0.000345119
6.95,0,-2.85923e+27,0.0277842,0.000464145
7,0,1.49623e+27,0.0341953,0.000620253
7.05,0,2.83599e+27,0.0341542,0.000823612
7.1,0,-9.88649e+26,0.0417404,0.00108674
7.15,0,-2.73951e+27,0.0416834,0.0014249
7.2,0,5.10288e+26,0.0505867,0.00185656
7.25,0,2.57743e+27,0.0505082,0.00240388
7.3,0,-7.20165e+25,0.0608714,0.00309318
7.35,0,-2.35722e+27,0.0607643,0.00395544
7.4,0,-3.17346e+26,0.0727273,0.00502684
7.45,0,2.08591e+27,0.0725821,0.00634915
7.5,0,6.49456e+26,0.0862777,0.00797021
7.55,0,-1.77084e+27,0.0860825,0.0099442
7.6,0,-9.15537e+26,0.101631,0.0123319
7.65,0,1.42117e+27,0.101371,0.0152005
7.7,0,1.10657e+27,0.118877,0.0186241
7.75,0,-1.04938e+27,0.118532,0.0226826
7.8,0,-1.21465e+27,0.138076,0.0274616
7.85,0,6.72178e+26,0.137623,0.0330514
7.9,0,1.23529e+27,0.15926,0.0395461
7.95,0,-3.10099e+26,0.15867,0.0470418
8,0,-1.16981e+27,0.182421,0.055635
8.05,0,-1.4333e+25,0.181658,0.0654207
8.1,0,1.02716e+27,0.20751,0.0764904
8.15,0,2.79626e+26,0.206531,0.088929
8.2,0,-8.24421e+26,0.23443,0.102813
8.25,0,-4.68891e+26,0.233185,0.118207
8.3,0,5.85448e+26,0.263036,0.135161
8.35,0,5.73066e+26,0.261464,0.15371
8.4,0,-3.37969e+26,0.29313,0.173868
8.45,0,-5.92938e+26,0.291162,0.19563
8.5,0,1.09526e+26,0.324464,0.218966
8.55,0,5.39382e+26,0.322019,0.243824
8.6,0,7.67615e+25,0.35674,0.270127
8.65,0,-4.31674e+26,0.353727,0.297773
8.7,0,-2.05661e+26,0.389613,0.326636
8.75,0,2.94195e+26,0.385929,0.356569
8.8,0,2.71749e+26,0.422697,0.387403
8.85,0,-1.52231e+26,0.418229,0.418952
8.9,0,-2.79409e+26,0.45557,0.451013
8.95,0,2.77522e+25,0.450196,0.483375
9,1,2.4101e+26,0.487786,0.515816
9.05,1,6.39464e+25,0.481375,0.548111
9.1,1,-1.7379e+26,0.518882,0.580038
9.15,1,-1.16079e+26,0.511296,0.611374
9.2,1,9.62222e+25,0.548387,0.641907
9.25,1,1.30363e+26,0.539484,0.671436
9.3,1,-2.46471e+25,0.575839,0.699772
9.35,1,-1.15265e+26,0.565476,0.726743
9.4,1,-2.91886e+25,0.60079,0.752195
9.45,1,8.30037e+25,0.588827,0.775989
9.5,1,5.93543e+25,0.622821,0.798008
9.55,1,-4.60729e+25,0.609125,0.818153
9.6,1,-6.56952e+25,0.641554,0.83634
9.65,1,1.41907e+25,0.626005,0.852503
9.7,1,5.27733e+25,0.65666,0.86659
9.75,1,7.57269e+24,0.639154,0.878561
9.8,1,-2.81818e+25,0.667868,0.888387
9.85,1,-1.90557e+25,0.648324,0.896047
9.9,1,6.5863e+23,0.674974,0.901527
9.95,1,2.37038e+25,0.653337,0.904818
