x,y_lineal,y_fom,y_deim
4.77387,4.69288e-15,-6.61186e-07,-4.93257e-07
4.82412,2.23196e-15,-6.61186e-07,-3.61313e-07
4.87437,1.10036e-15,-6.61186e-07,-2.3663e-07
4.92462,6.40493e-16,-6.61186e-07,-1.3996e-07
4.97487,4.12046e-16,-6.61186e-07,-8.72847e-08
5.02513,3.59342e-16,-6.61186e-07,-8.72847e-08
5.07538,5.79166e-16,-6.61186e-07,-1.3996e-07
5.12563,1.03714e-15,-6.61186e-07,-2.3663e-07
5.17588,2.12419e-15,-6.61186e-07,-3.61313e-07
5.22613,4.59669e-15,-6.61186e-07,-4.93257e-07
5.27638,1.02617e-14,-6.61186e-07,-6.10249e-07
5.32663,2.26688e-14,-6.61186e-07,-6.92174e-07
5.37688,4.98715e-14,-6.61186e-07,-7.24251e-07
5.42714,1.08467e-13,-6.61186e-07,-6.99435e-07
5.47739,2.33563e-13,-6.61186e-07,-6.1959e-07
5.52764,4.97312e-13,-6.61186e-07,-4.95236e-07
5.57789,1.04708e-12,-6.61185e-07,-3.43937e-07
5.62814,2.17923e-12,-6.61184e-07,-1.87586e-07
5.67839,4.48333e-12,-6.61182e-07,-4.90484e-08
5.72864,9.11726e-12,-6.61177e-07,5.12965e-08
5.77889,1.83273e-11,-6.61168e-07,9.8569e-08
5.82915,3.64174e-11,-6.6115e-07,8.54991e-08
5.8794,7.15333e-11,-6.61115e-07,1.33339e-08
5.92965,1.38901e-10,-6.61047e-07,-1.0856e-07
5.9799,2.66635e-10,-6.60918e-07,-2.64291e-07
6.03015,5.05999e-10,-6.60677e-07,-4.33935e-07
6.0804,9.49332e-10,-6.60231e-07,-5.965e-07
6.13065,1.76089e-09,-6.59414e-07,-7.32873e-07
6.1809,3.22928e-09,-6.57937e-07,-8.28274e-07
6.23116,5.8553e-09,-6.55294e-07,-8.73876e-07
6.28141,1.04972e-08,-6.50624e-07,-8.67342e-07
6.33166,1.86077e-08,-6.42465e-07,-8.12276e-07
6.38191,3.26147e-08,-6.28375e-07,-7.16649e-07
6.43216,5.65265e-08,-6.04326e-07,-5.90416e-07
6.48241,9.68761e-08,-5.63748e-07,-4.42485e-07
6.53266,1.6418e-07,-4.96073e-07,-2.77207e-07
6.58291,2.75152e-07,-3.84502e-07,-9.03565e-08
6.63317,4.56021e-07,-2.02679e-07,1.3555e-07
6.68342,7.47426e-07,9.02269e-08,4.36996e-07
6.73367,1.21153e-06,5.56662e-07,8.76877e-07
6.78392,1.94219e-06,1.2909e-06,1.55447e-06
6.83417,3.07931e-06,2.43346e-06,2.6191e-06
6.88442,4.8287e-06,4.19097e-06,4.28896e-06
6.93467,7.48912e-06,6.86342e-06,6.87685e-06
6.98492,1.14886e-05,1.08805e-05,1.08249e-05
7.03518,1.7432e-05,1.68493e-05,1.67505e-05
7.08543,2.61628e-05,2.56163e-05,2.55069e-05
7.13568,3.88408e-05,3.83452e-05,3.82597e-05
7.18593,5.70385e-05,5.66137e-05,5.65832e-05
7.23618,8.2858e-05,8.25304e-05,8.25785e-05
7.28643,0.000119069,0.000118873,0.000119013
7.33668,0.000169265,0.000169245,0.000169483
7.38693,0.000238041,0.000238255,0.000238587
7.43719,0.000331181,0.000331698,0.000332124
7.48744,0.000455841,0.00045675,0.000457272
7.53769,0.000620737,0.000622145,0.000622774
7.58794,0.000836292,0.000838329,0.000839077
7.63819,0.00111474,0.00111756,0.00111844
7.68844,0.00147016,0.00147396,0.00147494
7.73869,0.0019184,0.00192343,0.00192445
7.78894,0.00247689,0.00248345,0.00248441
7.8392,0.00316431,0.00317279,0.00317355
7.88945,0.00400003,0.00401095,0.00401135
7.9397,0.00500344,0.00501749,0.0050174
7.98995,0.00619306,0.00621111,0.00621049
8.0402,0.00758547,0.00760859,0.00760752
8.09045,0.00919409,0.00922354,0.0092222
8.1407,0.0110279,0.011065,0.0110637
8.19095,0.0130902,0.0131361,0.0131351
8.24121,0.0153771,0.0154327,0.0154321
8.29146,0.0178767,0.0179421,0.017942
8.34171,0.020568,0.0206424,0.0206428
8.39196,0.0234208,0.0235021,0.0235026
8.44221,0.0263951,0.0264799,0.0264805
8.49246,0.0294417,0.0295261,0.0295265
8.54271,0.0325036,0.032583,0.0325834
8.59296,0.035517,0.0355874,0.0355879
8.64322,0.0384137,0.038472,0.038473
8.69347,0.0411234,0.0411684,0.0411699
8.74372,0.0435764,0.0436086,0.0436108
8.79397,0.0457068,0.0457283,0.0457308
8.84422,0.0474552,0.047469,0.0474714
8.89447,0.0487716,0.0487805,0.0487822
8.94472,0.0496173,0.0496234,0.0496237
8.99497,0.0499673,0.0499706,0.0499695
9.04523,0.0498109,0.0498098,0.0498073
9.09548,0.0491523,0.0491437,0.0491403
9.14573,0.0480101,0.0479904,0.0479867
9.19598,0.0464165,0.0463823,0.0463789
9.24623,0.0444149,0.0443644,0.0443616
9.29648,0.042058,0.0419912,0.0419893
9.34673,0.0394046,0.039324,0.0393226
9.39698,0.0365172,0.0364265,0.0364257
9.44724,0.0334582,0.0333626,0.033362
9.49749,0.0302875,0.0301923,0.0301919
9.54774,0.0270597,0.0269696,0.0269694
9.59799,0.023822,0.0237407,0.0237409
9.64824,0.0206123,0.0205422,0.0205429
9.69849,0.0174586,0.0174007,0.0174019
9.74874,0.014378,0.0143322,0.0143339
9.79899,0.0113773,0.0113429,0.0113448
9.84925,0.0084536,0.00842931,0.00843119
9.8995,0.00559559,0.00558023,0.00558171
9.94975,0.00278528,0.00277787,0.00277868
10,0,0,0
