x,exact,ftcs,lax,upwind
8.7,0,-4.23412e+41,0,0
8.75,0,-3.03185e+41,0,0
8.8,0,2.00285e+41,0,0
8.85,0,2.72778e+41,0,0
8.9,0,-4.99952e+40,0,0
8.95,0,-2.02189e+41,0,0
9,1,-3.28867e+40,1,1
9.05,1,1.24916e+41,1,1
9.1,1,6.4341e+40,1,1
9.15,1,-6.0691e+40,1,1
9.2,1,-6.35089e+40,1,1
9.25,1,1.72516e+40,1,1
9.3,1,4.73981e+40,1,1
9.35,1,6.06468e+39,1,1
9.4,1,-2.81272e+40,1,1
9.45,1,-1.4339e+40,1,1
9.5,1,1.24122e+40,1,1
9.55,1,1.37575e+40,1,1
9.6,1,-2.54852e+39,1,1
9.65,1,-9.49813e+39,1,1
9.7,1,-1.97238e+39,1,1
9.75,1,4.85089e+39,1,1
9.8,1,2.91378e+39,1,1
9.85,1,-1.27898e+39,1,1
9.9,1,-2.20584e+39,1,1
9.95,1,-9.93405e+38,1,1
